sentence1	sentence2	sem	syn	morph	lex
A man puts seasoning in a bowl of water.	The man added seasoning to water in a bowl.	5	0.888888889	0.958513665	0.7
An elderly woman is pouring oil into a frying pan.	A tied man is putting into water.	0	0.823529412	0.952507388	0.25773348
A woman is chopping an onion.	A woman is slicing partially into half of an onion.	3.2	0.75	0.961532729	0.545454545
The woman picked up the kangaroo.	A woman is carrying a kangaroo.	3.5	1	0.884655728	0.428571429
A dog biting on a can.	A dog opens a can of food.	1.75	0.769230769	0.930300739	0.625
A woman is deboning a fish.	A man catches a fish.	1.25	0.909090909	0.970703715	0.56432115
A man is mowing grass.	A man is busting concrete.	0.833	1	0.966340528	0.666666667
A cat is watching a TV.	A man is slicing a leave.	0	1	0.964203114	0.571428571
The boy is stuck in the door of the doghouse.	A child is stuck in a dog house.	3.75	0.888888889	0.928043439	0.35588329
People flip into a swimming pool.	Men are falling into a pool.	2.75	0.666666667	0.9672612	0.571428571
A woman swims underwater.	A woman is swimming.	3.8	1	0.971741989	0.6
A man is playing a guitar.	A woman is dancing.	0.2	0.8	0.968059186	0.402192028
An airplane is flying in the air.	A South African Airways plane is flying in a blue sky.	3.4	0.777777778	0.965134713	0.333333333
A bear is running from two dogs.	A bear is fighting wolves.	1.4	0.833333333	0.915820474	0.47768754
A woman is resting in a floating raft.	A woman relaxes in an inner tube.	3.8	0.8	0.951593173	0.441248451
A man is dieing in an operating room.	A man is kissing a woman in stage.	0.4	0.875	0.97364616	0.555555556
A man is holding a leaf.	A woman is watching television.	0	0.909090909	0.941324876	0.423240862
A person is riding a horse.	A woman is slicing potatoes.	0	0.909090909	0.954960951	0.423240862
A woman is slicing octopus.	A man is playing the guitar.	0	0.909090909	0.945172385	0.428571429
A man is breaking water jugs.	A woman is peeling garlic.	0.2	0.909090909	0.945178874	0.423240862
A man is playing a guitar.	A woman is cutting vegetable.	0	0.909090909	0.95959995	0.423240862
A girl is eating a cupcake.	A man is slicing a cucumber.	0	1	0.975665679	0.571428571
The little girl played on the grass with a dog and a ball.	A baby plays with a dog and ball.	3.8	0.761904762	0.970737127	0.38250228
People ride and paddle a raft.	Four people are floating on a raft.	2.25	0.769230769	0.912968665	0.375
The lady cut up a potatoe.	A man is cutting a potato.	2.4	1	0.919391168	0.285714286
The missile exploded.	A rocket exploded.	3.2	1	0.869004584	0.5
A dog is playing in the snow.	A dog is pawing at a fly in the carpet before it.	1.6	0.736842105	0.94775999	0.461538462
A woman is dancing with other women.	A woman is shredding chicken.	0.4	0.833333333	0.938223436	0.47768754
A boy is pushing a van.	A person is slicing a tomato.	0	1	0.959052013	0.571428571
A boy is making some dance steps.	A boy is pouring something from a pitcher.	0.4	0.933333333	0.899891391	0.444444444
A woman is opening a soda and drinking it.	A woman is riding on an elephant.	0.6	0.75	0.934377672	0.389400392
A man is assembling speaker parts.	A man is playing the guitar.	1	1	0.933868172	0.571428571
The dog walked along the edge of the pool.	A dog is walking along a pool.	4.6	0.875	0.901173108	0.389400392
Butter is being put into a bowl.	A man cutting butter into a mixing bowl.	4.25	0.8	0.955674356	0.444444444
Raccoons are eating.	A man is eating.	1.5	0.857142857	0.880909272	0.4
Someone fell off a horse.	A man gets knocked off of a horse.	3.5	0.769230769	0.929841481	0.444444444
A woman peels an apple.	A man pops wheelies on a motorcycle.	0	0.833333333	0.938546203	0.25
A man is taking some math classes.	A man is rinsing a steak.	0	0.923076923	0.938634353	0.4953588
Animals are playing in water.	Two men are playing ping pong.	0	0.727272727	0.915042244	0.428571429
A man is riding a horse and jumping over obstacles.	A man is kicking a soccer ball.	0.333	0.705882353	0.908675004	0.429555799
A person is doing pencil tricks with his hand.	A person is slicing carrots in half.	0.333	0.75	0.914491626	0.389400392
The person lit the cameras on fire.	A person is blow torching cameras.	3.333	0.769230769	0.906720102	0.3715191
The man is slicing the tape from the box.	A man is cutting open a box.	4.333	0.875	0.886326506	0.389400392
A man is fishing in the river.	A man is singing while walking down the sidewalk.	0.8	0.875	0.917389988	0.5
A man is riding a bike.	A woman is dancing in the street.	0.2	0.923076923	0.92948202	0.375
A man is doing push-ups.	A woman is cutting some octopus.	0	1	0.913730827	0.428571429
A man is playing guitar.	A woman is slicing up some pork.	0	0.833333333	0.890440095	0.375
The little boy is singing and playing the guitar.	A baby is playing a guitar.	2.8	0.8	0.920492244	0.37225089
A woman is powdering her face.	The woman is tapping her fingers on the table.	0.8	0.8	0.930428102	0.4
A woman is peeling a potato.	A lion is walking around.	0	0.909090909	0.905254399	0.423240862
A woman is firing a rifle.	A man is performing stunts.	0.25	0.909090909	0.959757106	0.423240862
A woman puts a garland over a man's shoulders.	A man pours water over a pilots head.	0.5	0.888888889	0.963408481	0.444854113
An old woman is shaking hand with a man.	A man and a woman shake hands.	3.75	0.625	0.95818954	0.389400392
The woman is waterskiing.	A woman is wake boarding on a lake.	1.75	0.666666667	0.904940306	0.333333333
Trees are bending in storm.	Trees are hit by very hard winds.	2.667	0.833333333	0.869516457	0.375
A man and woman is riding in a car.	A woman is frying shrimp.	0.4	0.714285714	0.915224321	0.342278079
A man is moving a tree limb.	The woman is playing the violin.	0	0.923076923	0.88300607	0.2476794
A man plays a piano.	A woman is playing the violin.	1	0.909090909	0.956525421	0.285714286
A person pours oil on a skillet.	A person is dicing an onion.	0.8	0.769230769	0.952408166	0.3715191
The animal is eating.	A woman is dancing.	0	1	0.920384876	0.4
The woman is walking her dog.	A woman walks her dog down the street.	4	0.857142857	0.959923135	0.444444444
A group of people sing.	Some people are singing.	5	0.666666667	0.848165835	0.327492301
The cat is drinking milk.	A cat is licking from a saucer of milk.	4.4	0.714285714	0.90732009	0.4
A girl is making eyelid.	A woman is applying eyeshadow.	2	1	0.962615374	0.5
Two men are fighting.	Two men are fighting using a form of martial arts.	2.8	0.571428571	0.911288048	0.454545455
The military officer barked at the recruits.	An officer is talking to recruits.	2.5	0.769230769	0.865131422	0.3715191
The man is putting chicken into the container.	A man is putting foods in a box.	2.5	0.875	0.891602992	0.444444444
A man is tying on a stenographers machine.	the man used a stenograph.	2.25	0.769230769	0.927413009	0.30326533
A woman is adding pasta to a pot of water.	A woman is making noodles.	3.6	0.666666667	0.934662348	0.289732139
A woman is lying on a blanket on a rock and reading a book.	A woman seated is singing a song and playing the guitar too.	1.2	0.769230769	0.929353145	0.395724886
Two puppies are playing with each other.	Some men are playing soccer.	0.2	0.833333333	0.850392499	0.358265655
A man is running on a field.	A man climbs up a rope.	1	0.923076923	0.926465212	0.4953588
A man is hugging someone.	A man is taking a picture.	0.4	0.909090909	0.962856996	0.571428571
Someone is pouring ingrediants into a pot.	A man puts vegetables into a pot.	2.8	0.857142857	0.971338199	0.5
A couple are walking.	Some men are sawing.	0	1	0.876531809	0.4
A person is playing a guitar.	The man played his guitar.	3	0.909090909	0.855987994	0.282160575
A person is adding food in a pan.	A woman puts rice into a pan.	3	0.933333333	0.935120766	0.441248451
A group of penguins is walking.	A large amount of penguins are heading to the ocean.	2.8	0.75	0.960340676	0.363636364
A man is playing a guitar.	Someone is handling a bun.	0	0.909090909	0.943627853	0.423240862
A dog is jumping on a trampoline.	A boy is playing a guitar.	0	0.923076923	0.9402137	0.4953588
A man is shaking a container over a kitchen sink.	A man is emptying a plastic container.	2.2	0.823529412	0.96287042	0.515466959
A man is walking with a horse.	A man is leading a horse around by it's halter.	3.75	0.777777778	0.935256264	0.5
Paper is being cut with scissors.	A piece of paper is being cut.	4	0.769230769	0.942910449	0.5
A person peels shrimp.	The lady peeled the shrimp.	3.5	0.888888889	0.879716221	0.333333333
A man is playing a guitar.	A man tries to read the paper.	0.8	0.923076923	0.884620344	0.375
A man making a bed in a hotel.	A man is holding a animal.	0.8	0.714285714	0.942302008	0.429415596
The dog pulled the dogs tail and then his leg.	A monkey pulled a dogs tail.	1.75	0.75	0.876904102	0.32269607
A woman beats two eggs in a bowl.	A person is mixing ingredients in a bowl.	3	0.875	0.961858313	0.555555556
A man is jumping rope outside.	A woman is slicing a cucumber.	0	1	0.936231227	0.428571429
A person is slicing some onions.	A hamster is singing.	0	0.8	0.905954985	0.402192028
A woman holds a kangaroo.	A man in a hat sings a song.	0	0.769230769	0.947094057	0.333333333
Soccer players are kicking a soccer ball into the goal.	A soccer player scores a goal.	3.8	0.75	0.945374095	0.32269607
A woman is cooking something.	A woman is pouring ingredients into a frying pan.	3.2	0.714285714	0.961510502	0.4
A woman is swimming in the beach.	A woman splashes around in the ocean's waves.	3.2	0.875	0.956156857	0.5
A man is carrying another man.	A man sprays another man with water from a hose.	0.8	0.625	0.944135601	0.454545455
The woman is putting paste into a dish.	A woman is pulling some kind of sticky goo out of a bowl.	1.5	0.761904762	0.893097321	0.285714286
A man is holding up and talking about a gray You Tube T-shirt.	A man is showing a t shirt.	2.75	0.666666667	0.927178201	0.295229095
Someone pours olive oil into a bowl of tomato wedges.	The man poured oil on the tomato slices.	3.75	0.777777778	0.929299065	0.266912468
A man is playing the guitar.	The man played his guitar with a friend.	3.2	0.857142857	0.951279927	0.333333333
Someone is boiling okra in a pot.	Someone pours olive oil into a bowl of tomato wedges.	0.8	0.823529412	0.926603592	0.272727273
A person is peeling a potato.	A cat is licking a small bottle.	0	0.923076923	0.963975419	0.5
A cat is jumping into a box.	A young man is talking to a leaf.	0	0.933333333	0.93971299	0.444444444
The woman is seasoning the oil.	A woman is pouring ingredients in a bowl.	1.4	0.857142857	0.908100891	0.333333333
A cat is sliding upside down under a couch.	A cat is crawling under a piece of furniture on it's back.	3.2	0.818181818	0.942064403	0.428571429
A woman dances while a man plays the keyboard.	A woman is dancing on a stage.	2.2	0.75	0.95254059	0.389400392
A chef is cleaning up a bowl of soup.	A man is wiping the edge of a bowl off.	2.533	0.842105263	0.939212614	0.545454545
An explosion is booming in the desert.	A nuclear weapon explodes in a desert.	3.4	0.857142857	0.960054634	0.375
A woman slices a lemon.	A man is talking into a microphone.	0	0.833333333	0.944527319	0.375
An overweight man is skipping rope.	A young man is dancing.	0.8	0.909090909	0.953024295	0.423240862
The lady cracked two raw eggs.	The woman is cracking eggs into a bowl.	3.2	0.857142857	0.799045523	0.333333333
A man sharpens a pencil using a knife.	A woman is dancing in the rain.	0	0.8	0.907805718	0.220624226
Plastic toys are floating in water.	The ladies are performing a dance.	0	1	0.899357645	0.285714286
The turtle followed the fish.	A sea turtle is hunting for fish.	3	0.833333333	0.894244502	0.375
The woman is pencilling on eye shadow.	The girl is using an eye pencil on her eyelid.	2.8	0.823529412	0.950745448	0.454545455
A man is tying his shoe.	A dog is riding on a bicyclists shoulders.	0	0.857142857	0.908555139	0.333333333
A woman is slicing meat with a knife.	A man is spreading out dough.	0.417	0.857142857	0.911051772	0.322061697
A dog is running on the ground.	A girl is tapping her finger nails.	0	1	0.888111544	0.375
A man is petting a tied up dog.	A man is showing his dog to the camera.	1	0.941176471	0.926021393	0.5
A woman is walking on an open ground with a pet dog as some other dogs follow them.	A man is walking with several dogs.	2	0.56	0.937924319	0.189629697
A woman is mincing some garlic.	A person is cleaning a disk.	0	1	0.948804824	0.428571429
Two teams are playing soccer.	Different sets of teams are playing football on a field.	2.5	0.666666667	0.883099821	0.363636364
A rat like creature is smelling around.	An animal is walking on the ground.	2	0.714285714	0.914304999	0.25
Two Sumo ringers are fighting each other.	A man rides a water toy in the water.	0	0.75	0.756936066	0.1
A man lays on the ground and aims a rifle.	A man is spreading butter on a tortilla.	0	0.777777778	0.946785969	0.444854113
A couple are running towards the ocean.	"A man and and woman are running together, holding hands."	2.818	0.705882353	0.922899701	0.333333333
A woman is chopping a hard egg.	A person is cutting  boiled egg into pieces.	3.533	0.8	0.927922921	0.444444444
Two robots share a kiss.	A male and female robot are kissing.	3.8	0.666666667	0.890711731	0.125
A cat is trying to touch a dog.	The cat teased the dog by touching his head.	3.25	0.941176471	0.895124294	0.3
The rhino grazed on the grass.	A rhino is grazing in a field.	4	0.923076923	0.881683783	0.25
The man drove his little red car around the traffic.	The dog ran in the water at the beach.	0	0.947368421	0.868522778	0.271451225
A man is cutting bread.	A man is doing tricks with a soccer ball.	1	0.714285714	0.92143394	0.4
A cat rapidly swats a kid in the head.	A cat and a boy play together.	2.6	0.625	0.923983513	0.389400392
A cat is playing in a box.	The dog is playing with the floor cleaner.	1.4	0.933333333	0.916630694	0.333333333
The couple danced in the church.	A couple slow dances.	3.2	0.8	0.863878458	0.268128018
A man is patting an alligator on the mouth.	A person is dumping chopped vegetables into a pot on the stove.	0	0.857142857	0.957543675	0.384615385
